Date,Year,Month,Number of  Users,Country,State,Product Category,Sub Category,Quantity, Unit Cost , Unit Price , Cost , Revenue 
5/8/16,2016 ,May,35,Chile,Magayanes,Educational Services,Data Collection,1, 385.00 , 485.00 , 385.00 , 485.00 
5/8/16,2016 ,May,35,Chile,Magayanes,Educational Services,Data Collection,3, 26.67 , 30.67 , 80.00 , 92.00 
10/5/15,2015 ,October,24,Brazil,Maranhao,Educational Services,Data Collection,2, 32.50 , 35.50 , 65.00 , 71.00 
5/24/16,2016 ,May,35,Chile,Magayanes,Educational Services,Data Collection,2, 17.50 , 21.00 , 35.00 , 42.00 
5/31/16,2016 ,May,35,Chile,Magayanes,Educational Services,Data Collection,3, 81.67 , 89.67 , 245.00 , 269.00 
5/31/16,2016 ,May,35,Chile,Magayanes,Educational Services,Data Collection,1, 69.00 , 94.00 , 69.00 , 94.00 
6/16/16,2016 ,June,35,Chile,Magayanes,Educational Services,Data Collection,1, 870.00 ," 1,019.00 ", 870.00 ," 1,019.00 "
6/16/16,2016 ,June,35,Chile,Magayanes,Educational Services,Data Collection,3, 31.67 , 39.00 , 95.00 , 117.00 
8/13/15,2015 ,August,27,Brazil,Amazonas,Consultant Services,Test Procedures,3, 247.33 , 239.33 , 742.00 , 718.00 
10/1/15,2015 ,October,27,Brazil,Amazonas,Consultant Services,Test Procedures,3, 405.00 , 362.00 ," 1,215.00 "," 1,086.00 "
10/4/15,2015 ,October,27,Brazil,Amazonas,Consultant Services,Test Procedures,2," 1,192.00 "," 1,259.00 "," 2,384.00 "," 2,518.00 "
10/4/15,2015 ,October,27,Brazil,Amazonas,Consultant Services,Test Procedures,1," 1,215.00 "," 1,181.00 "," 1,215.00 "," 1,181.00 "
10/11/15,2015 ,October,27,Brazil,Amazonas,Consultant Services,Test Procedures,3, 794.67 , 780.00 ," 2,384.00 "," 2,340.00 "
10/14/15,2015 ,October,27,Brazil,Amazonas,Consultant Services,Test Procedures,2," 1,192.00 "," 1,118.50 "," 2,384.00 "," 2,237.00 "
11/15/15,2015 ,November,27,Brazil,Amazonas,Consultant Services,Test Procedures,3, 405.00 , 369.33 ," 1,215.00 "," 1,108.00 "
12/8/15,2015 ,December,27,Brazil,Amazonas,Consultant Services,Test Procedures,1," 2,384.00 "," 2,103.00 "," 2,384.00 "," 2,103.00 "
3/23/16,2016 ,March,27,Brazil,Bahia,Educational Services,Basic Training,2, 105.00 , 127.50 , 210.00 , 255.00 
8/28/15,2015 ,August,27,Brazil,Bahia,Educational Services,Basic Training,3, 315.00 , 342.67 , 945.00 ," 1,028.00 "
10/5/15,2015 ,October,27,Brazil,Bahia,Educational Services,Basic Training,1, 490.00 , 494.00 , 490.00 , 494.00 
10/26/15,2015 ,October,27,Brazil,Bahia,Educational Services,Basic Training,3, 280.00 , 347.67 , 840.00 ," 1,043.00 "
11/16/15,2015 ,November,27,Brazil,Bahia,Educational Services,Basic Training,1, 210.00 , 251.00 , 210.00 , 251.00 
12/13/15,2015 ,December,27,Brazil,Bahia,Educational Services,Basic Training,2, 70.00 , 75.50 , 140.00 , 151.00 
12/28/15,2015 ,December,27,Brazil,Bahia,Educational Services,Basic Training,3, 186.67 , 219.33 , 560.00 , 658.00 
1/1/16,2016 ,January,28,Brazil,Amazonas,Food Products,Seed,1, 150.00 , 168.00 , 150.00 , 168.00 
1/20/16,2016 ,January,28,Brazil,Amazonas,Food Products,Seed,2, 25.00 , 29.00 , 50.00 , 58.00 
3/4/16,2016 ,March,28,Brazil,Amazonas,Educational Services,Basic Training,1, 210.00 , 253.00 , 210.00 , 253.00 
8/1/15,2015 ,August,28,Brazil,Amazonas,Educational Services,Basic Training,3, 46.67 , 49.33 , 140.00 , 148.00 
8/1/15,2015 ,August,28,Brazil,Amazonas,Food Products,Seed,2, 625.00 , 801.50 ," 1,250.00 "," 1,603.00 "
8/3/15,2015 ,August,28,Brazil,Amazonas,Educational Services,Basic Training,2, 140.00 , 149.00 , 280.00 , 298.00 
8/10/15,2015 ,August,28,Brazil,Amazonas,Educational Services,Basic Training,1, 630.00 , 731.00 , 630.00 , 731.00 
8/25/15,2015 ,August,28,Brazil,Amazonas,Consultant Services,Test Procedures,1, 742.00 , 777.00 , 742.00 , 777.00 
8/27/15,2015 ,August,28,Brazil,Amazonas,Educational Services,Basic Training,3, 245.00 , 256.67 , 735.00 , 770.00 
8/27/15,2015 ,August,28,Brazil,Amazonas,Food Products,Seed,3, 283.33 , 274.00 , 850.00 , 822.00 
9/13/15,2015 ,September,28,Brazil,Amazonas,Educational Services,Basic Training,3, 23.33 , 23.00 , 70.00 , 69.00 
10/4/15,2015 ,October,28,Brazil,Amazonas,Educational Services,Basic Training,3, 140.00 , 152.33 , 420.00 , 457.00 
11/6/15,2015 ,November,28,Brazil,Amazonas,Consultant Services,Test Procedures,2, 607.50 , 534.00 ," 1,215.00 "," 1,068.00 "
11/6/15,2015 ,November,28,Brazil,Amazonas,Educational Services,Basic Training,2, 280.00 , 323.00 , 560.00 , 646.00 
11/17/15,2015 ,November,28,Brazil,Amazonas,Consultant Services,Test Procedures,3, 405.00 , 335.67 ," 1,215.00 "," 1,007.00 "
11/17/15,2015 ,November,28,Brazil,Amazonas,Educational Services,Basic Training,3, 163.33 , 183.67 , 490.00 , 551.00 
11/17/15,2015 ,November,28,Brazil,Amazonas,Food Products,Seed,2, 486.00 , 517.00 , 972.00 ," 1,034.00 "
11/30/15,2015 ,November,28,Brazil,Amazonas,Consultant Services,Test Procedures,3, 405.00 , 397.33 ," 1,215.00 "," 1,192.00 "
12/1/15,2015 ,December,28,Brazil,Amazonas,Educational Services,Basic Training,1, 910.00 , 965.00 , 910.00 , 965.00 
12/1/15,2015 ,December,28,Brazil,Amazonas,Food Products,Seed,3, 466.67 , 480.67 ," 1,400.00 "," 1,442.00 "
12/4/15,2015 ,December,28,Brazil,Amazonas,Consultant Services,Test Procedures,1," 1,215.00 "," 1,086.00 "," 1,215.00 "," 1,086.00 "
12/4/15,2015 ,December,28,Brazil,Amazonas,Educational Services,Basic Training,2, 17.50 , 20.50 , 35.00 , 41.00 
12/21/15,2015 ,December,28,Brazil,Amazonas,Consultant Services,Test Procedures,3, 794.67 , 748.00 ," 2,384.00 "," 2,244.00 "
12/25/15,2015 ,December,28,Brazil,Amazonas,Educational Services,Basic Training,1, 70.00 , 84.00 , 70.00 , 84.00 
12/30/15,2015 ,December,28,Brazil,Amazonas,Consultant Services,Test Procedures,2," 1,192.00 "," 1,025.00 "," 2,384.00 "," 2,050.00 "
12/30/15,2015 ,December,28,Brazil,Amazonas,Educational Services,Basic Training,3, 163.33 , 172.33 , 490.00 , 517.00 
11/30/15,2015 ,November,28,Brazil,Amazonas,Educational Services,Data Collection ,2, 103.50 , 108.50 , 207.00 , 217.00 
12/23/15,2015 ,December,28,Brazil,Amazonas,Educational Services,Data Collection ,3, 2.67 , 3.00 , 8.00 , 9.00 
6/18/16,2016 ,June,35,Chile,Magayanes,Educational Services,Data Collection,3, 3.00 , 4.33 , 9.00 , 13.00 
6/18/16,2016 ,June,35,Chile,Magayanes,Educational Services,Data Collection,1, 322.00 , 437.00 , 322.00 , 437.00 
6/18/16,2016 ,June,35,Chile,Magayanes,Educational Services,Data Collection,1, 76.00 , 86.00 , 76.00 , 86.00 
7/10/15,2015 ,July,26,Brazil,Bahia,Consultant Services,Test Procedures,3, 247.33 , 199.00 , 742.00 , 597.00 
7/20/15,2015 ,July,26,Brazil,Bahia,Consultant Services,Test Procedures,1, 742.00 , 642.00 , 742.00 , 642.00 
9/6/15,2015 ,September,26,Brazil,Bahia,Food Products,Water Testers,3, 27.00 , 30.00 , 81.00 , 90.00 
9/8/15,2015 ,September,26,Brazil,Bahia,Consultant Services,Test Procedures,2," 1,192.00 "," 1,122.00 "," 2,384.00 "," 2,244.00 "
9/25/15,2015 ,September,26,Brazil,Bahia,Consultant Services,Test Procedures,3, 794.67 , 776.00 ," 2,384.00 "," 2,328.00 "
12/5/15,2015 ,December,26,Brazil,Bahia,Consultant Services,Test Procedures,1," 1,215.00 "," 1,062.00 "," 1,215.00 "," 1,062.00 "
12/5/15,2015 ,December,26,Brazil,Bahia,Food Products,Water Testers,3, 24.00 , 27.33 , 72.00 , 82.00 
7/6/15,2015 ,July,35,Chile,Magayanes,Educational Services,Data Collection,1, 75.00 , 71.00 , 75.00 , 71.00 
7/6/15,2015 ,July,35,Chile,Magayanes,Educational Services,Data Collection,1, 245.00 , 289.00 , 245.00 , 289.00 
8/28/15,2015 ,August,35,Chile,Magayanes,Educational Services,Data Collection,2, 250.00 , 284.50 , 500.00 , 569.00 
8/28/15,2015 ,August,35,Chile,Magayanes,Educational Services,Data Collection,3, 8.33 , 9.00 , 25.00 , 27.00 
9/13/15,2015 ,September,35,Chile,Magayanes,Educational Services,Data Collection,1, 125.00 , 141.00 , 125.00 , 141.00 
9/13/15,2015 ,September,35,Chile,Magayanes,Educational Services,Data Collection,2, 7.50 , 8.00 , 15.00 , 16.00 
10/24/15,2015 ,October,35,Chile,Magayanes,Educational Services,Data Collection,3, 233.33 , 273.67 , 700.00 , 821.00 
10/24/15,2015 ,October,35,Chile,Magayanes,Educational Services,Data Collection,3, 23.00 , 27.67 , 69.00 , 83.00 
11/19/15,2015 ,November,35,Chile,Magayanes,Educational Services,Data Collection,1, 125.00 , 128.00 , 125.00 , 128.00 
11/19/15,2015 ,November,35,Chile,Magayanes,Educational Services,Data Collection,1, 910.00 , 964.00 , 910.00 , 964.00 
11/19/15,2015 ,November,35,Chile,Magayanes,Educational Services,Data Collection,2, 25.00 , 28.50 , 50.00 , 57.00 
12/4/15,2015 ,December,35,Chile,Magayanes,Educational Services,Data Collection,3, 19.33 , 22.67 , 58.00 , 68.00 
12/4/15,2015 ,December,35,Chile,Magayanes,Educational Services,Data Collection,3, 43.33 , 49.67 , 130.00 , 149.00 
12/4/15,2015 ,December,35,Chile,Magayanes,Educational Services,Data Collection,2, 5.50 , 6.50 , 11.00 , 13.00 
6/4/16,2016 ,June,65,Chile,Magayanes,Educational Services,Food Security,3, 73.33 , 85.33 , 220.00 , 256.00 
6/28/16,2016 ,June,65,Chile,Magayanes,Educational Services,Basic Training,1, 330.00 , 446.00 , 330.00 , 446.00 
6/28/16,2016 ,June,65,Chile,Magayanes,Educational Services,Food Security,1, 660.00 , 813.00 , 660.00 , 813.00 
6/28/16,2016 ,June,65,Chile,Magayanes,Educational Services,Data Collection ,3, 37.00 , 42.00 , 111.00 , 126.00 
3/25/16,2016 ,March,55,Chile,Magayanes,Educational Services,High level food mng,2, 52.50 , 57.00 , 105.00 , 114.00 
3/25/16,2016 ,March,55,Chile,Magayanes,Educational Services,High level food mng,3, 53.33 , 66.33 , 160.00 , 199.00 
8/22/15,2015 ,August,55,Chile,Magayanes,Educational Services,High level food mng,3, 20.00 , 24.67 , 60.00 , 74.00 
8/22/15,2015 ,August,55,Chile,Magayanes,Educational Services,Food Security,1," 1,100.00 "," 1,130.00 "," 1,100.00 "," 1,130.00 "
10/3/15,2015 ,October,55,Chile,Magayanes,Educational Services,High level food mng,2, 49.50 , 58.00 , 99.00 , 116.00 
10/3/15,2015 ,October,55,Chile,Magayanes,Educational Services,High level food mng,1, 125.00 , 141.00 , 125.00 , 141.00 
10/25/15,2015 ,October,55,Chile,Magayanes,Educational Services,High level food mng,1, 70.00 , 86.00 , 70.00 , 86.00 
10/25/15,2015 ,October,55,Chile,Magayanes,Educational Services,High level food mng,3, 6.67 , 6.67 , 20.00 , 20.00 
11/2/15,2015 ,November,55,Chile,Magayanes,Educational Services,High level food mng,3, 56.67 , 59.33 , 170.00 , 178.00 
1/22/16,2016 ,January,55,Chile,Magayanes,Educational Services,Data Collection,2, 38.00 , 52.50 , 76.00 , 105.00 
1/22/16,2016 ,January,55,Chile,Magayanes,Educational Services,Data Collection,2, 225.00 , 307.50 , 450.00 , 615.00 
3/2/16,2016 ,March,55,Chile,Magayanes,Educational Services,Data Collection,3, 36.67 , 50.00 , 110.00 , 150.00 
6/18/16,2016 ,June,55,Chile,Magayanes,Educational Services,Data Collection,1, 385.00 , 494.00 , 385.00 , 494.00 
6/18/16,2016 ,June,55,Chile,Magayanes,Educational Services,Data Collection,2, 17.50 , 21.50 , 35.00 , 43.00 
6/18/16,2016 ,June,55,Chile,Magayanes,Educational Services,Data Collection,2, 32.00 , 45.00 , 64.00 , 90.00 
6/18/16,2016 ,June,55,Chile,Magayanes,Educational Services,Data Collection ,1, 103.00 , 145.00 , 103.00 , 145.00 
12/8/15,2015 ,December,55,Chile,Magayanes,Educational Services,Data Collection,3, 5.00 , 5.67 , 15.00 , 17.00 
12/8/15,2015 ,December,55,Chile,Magayanes,Educational Services,Data Collection,2, 297.50 , 323.00 , 595.00 , 646.00 
4/13/16,2016 ,April,54,Chile,Magayanes,Educational Services,High level food mng,1, 30.00 , 35.00 , 30.00 , 35.00 
4/13/16,2016 ,April,54,Chile,Magayanes,Educational Services,High level food mng,3, 23.33 , 28.67 , 70.00 , 86.00 
7/8/16,2016 ,July,54,Chile,Magayanes,Educational Services,High level food mng,3, 23.33 , 27.67 , 70.00 , 83.00 
7/8/16,2016 ,July,54,Chile,Magayanes,Educational Services,High level food mng,2, 70.00 , 84.50 , 140.00 , 169.00 
7/26/16,2016 ,July,54,Chile,Magayanes,Educational Services,High level food mng,1, 110.00 , 128.00 , 110.00 , 128.00 
7/26/16,2016 ,July,54,Chile,Magayanes,Educational Services,High level food mng,3, 15.00 , 17.33 , 45.00 , 52.00 
9/4/15,2015 ,September,54,Chile,Magayanes,Educational Services,High level food mng,2, 2.50 , 3.00 , 5.00 , 6.00 
4/9/16,2016 ,April,40,Chile,Magayanes,Educational Services,High level food mng,1, 30.00 , 37.00 , 30.00 , 37.00 
6/14/16,2016 ,June,40,Chile,Magayanes,Educational Services,High level food mng,1, 30.00 , 38.00 , 30.00 , 38.00 
12/16/15,2015 ,December,28,Brazil,Goias,Consultant Services,Test Procedures,1," 1,215.00 "," 1,188.00 "," 1,215.00 "," 1,188.00 "
7/30/16,2016 ,July,40,Chile,Magayanes,Educational Services,High level food mng,2, 105.00 , 134.50 , 210.00 , 269.00 
7/30/16,2016 ,July,40,Chile,Magayanes,Educational Services,High level food mng,1, 75.00 , 83.00 , 75.00 , 83.00 
7/30/15,2015 ,July,40,Chile,Magayanes,Educational Services,High level food mng,1, 10.00 , 10.00 , 10.00 , 10.00 
8/6/15,2015 ,August,40,Chile,Magayanes,Educational Services,High level food mng,3, 15.00 , 16.67 , 45.00 , 50.00 
8/31/15,2015 ,August,40,Chile,Magayanes,Educational Services,High level food mng,1, 200.00 , 213.00 , 200.00 , 213.00 
8/31/15,2015 ,August,40,Chile,Magayanes,Educational Services,High level food mng,3, 41.67 , 49.00 , 125.00 , 147.00 
4/29/16,2016 ,April,27,Brazil,Bahia,Educational Services,Food Security,2, 37.50 , 43.50 , 75.00 , 87.00 
5/13/16,2016 ,May,27,Brazil,Bahia,Educational Services,Food Security,2, 17.50 , 23.50 , 35.00 , 47.00 
7/25/16,2016 ,July,27,Brazil,Bahia,Educational Services,Food Security,1, 95.00 , 119.00 , 95.00 , 119.00 
7/22/15,2015 ,July,27,Brazil,Bahia,Consultant Services,Test Procedures,2, 371.00 , 335.50 , 742.00 , 671.00 
11/16/15,2015 ,November,27,Brazil,Bahia,Consultant Services,Test Procedures,2, 607.50 , 551.50 ," 1,215.00 "," 1,103.00 "
12/28/15,2015 ,December,27,Brazil,Bahia,Consultant Services,Test Procedures,2, 607.50 , 541.50 ," 1,215.00 "," 1,083.00 "
12/28/15,2015 ,December,27,Brazil,Bahia,Educational Services,Food Security,2, 81.00 , 87.00 , 162.00 , 174.00 
12/28/15,2015 ,December,27,Brazil,Bahia,Educational Services,Food Security,2, 30.00 , 33.50 , 60.00 , 67.00 
3/17/16,2016 ,March,43,Chile,Magayanes,Educational Services,Supervisor trainings,1, 910.00 ," 1,208.00 ", 910.00 ," 1,208.00 "
4/2/16,2016 ,April,43,Chile,Magayanes,Educational Services,Supervisor trainings,2, 490.00 , 569.00 , 980.00 ," 1,138.00 "
6/22/16,2016 ,June,43,Chile,Magayanes,Educational Services,Supervisor trainings,1, 490.00 , 639.00 , 490.00 , 639.00 
10/8/15,2015 ,October,43,Chile,Magayanes,Educational Services,Supervisor trainings,3, 210.00 , 224.33 , 630.00 , 673.00 
1/16/16,2016 ,January,30,Brazil,Amazonas,Educational Services,Data Collection,3, 38.67 , 51.67 , 116.00 , 155.00 
1/30/16,2016 ,January,30,Brazil,Amazonas,Educational Services,Data Collection,3, 16.67 , 19.00 , 50.00 , 57.00 
3/8/16,2016 ,March,30,Brazil,Amazonas,Educational Services,Data Collection,1, 86.00 , 110.00 , 86.00 , 110.00 
3/21/16,2016 ,March,30,Brazil,Amazonas,Educational Services,Data Collection,2, 15.00 , 19.00 , 30.00 , 38.00 
3/24/16,2016 ,March,30,Brazil,Amazonas,Food Products,Seed,1, 73.00 , 97.00 , 73.00 , 97.00 
4/23/16,2016 ,April,30,Brazil,Amazonas,Educational Services,Data Collection,3, 23.33 , 33.00 , 70.00 , 99.00 
4/23/16,2016 ,April,30,Brazil,Amazonas,Educational Services,Data Collection,3, 25.00 , 30.33 , 75.00 , 91.00 
4/25/16,2016 ,April,30,Brazil,Amazonas,Educational Services,Data Collection,1, 30.00 , 40.00 , 30.00 , 40.00 
5/7/16,2016 ,May,30,Brazil,Amazonas,Educational Services,Data Collection,3, 58.00 , 80.00 , 174.00 , 240.00 
5/7/16,2016 ,May,30,Brazil,Amazonas,Educational Services,Data Collection,3, 50.00 , 58.00 , 150.00 , 174.00 
5/19/16,2016 ,May,30,Brazil,Amazonas,Educational Services,Data Collection,2, 48.00 , 59.00 , 96.00 , 118.00 
5/19/16,2016 ,May,30,Brazil,Amazonas,Educational Services,Data Collection,2, 25.00 , 32.00 , 50.00 , 64.00 
6/18/16,2016 ,June,30,Brazil,Amazonas,Educational Services,Data Collection,1, 20.00 , 25.00 , 20.00 , 25.00 
6/26/16,2016 ,June,30,Brazil,Amazonas,Educational Services,Data Collection,1, 50.00 , 64.00 , 50.00 , 64.00 
8/8/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,1, 87.00 , 84.00 , 87.00 , 84.00 
8/8/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,2, 20.00 , 21.50 , 40.00 , 43.00 
8/8/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,2, 19.50 , 22.00 , 39.00 , 44.00 
8/9/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,1, 120.00 , 130.00 , 120.00 , 130.00 
8/9/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,2, 20.00 , 21.00 , 40.00 , 42.00 
8/13/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,3, 58.33 , 60.33 , 175.00 , 181.00 
8/13/15,2015 ,August,30,Brazil,Amazonas,Educational Services,Data Collection,2, 31.00 , 36.00 , 62.00 , 72.00 
9/6/15,2015 ,September,30,Brazil,Amazonas,Educational Services,Data Collection,2, 70.00 , 80.50 , 140.00 , 161.00 
10/2/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,1, 240.00 , 253.00 , 240.00 , 253.00 
10/2/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,2, 30.00 , 31.00 , 60.00 , 62.00 
10/3/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,1, 450.00 , 513.00 , 450.00 , 513.00 
10/3/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,3, 2.33 , 2.33 , 7.00 , 7.00 
10/18/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,1, 550.00 , 627.00 , 550.00 , 627.00 
10/18/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,2, 26.00 , 29.00 , 52.00 , 58.00 
10/25/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,1, 145.00 , 154.00 , 145.00 , 154.00 
10/25/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,3, 35.00 , 41.00 , 105.00 , 123.00 
10/26/15,2015 ,October,30,Brazil,Amazonas,Educational Services,Data Collection,1, 150.00 , 167.00 , 150.00 , 167.00 
12/6/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,1, 365.00 , 399.00 , 365.00 , 399.00 
12/15/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,1, 5.00 , 5.00 , 5.00 , 5.00 
12/27/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,3, 315.00 , 330.00 , 945.00 , 990.00 
12/27/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,3, 45.00 , 48.67 , 135.00 , 146.00 
12/28/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,3, 31.67 , 37.00 , 95.00 , 111.00 
12/28/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,2, 58.00 , 67.50 , 116.00 , 135.00 
12/28/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,1, 40.00 , 49.00 , 40.00 , 49.00 
12/29/15,2015 ,December,30,Brazil,Amazonas,Educational Services,Data Collection,2, 40.00 , 43.50 , 80.00 , 87.00 
12/2/15,2015 ,December,30,Brazil,Amazonas,Food Products,Water Testers,3, 48.00 , 48.33 , 144.00 , 145.00 
11/4/15,2015 ,November,43,Chile,Magayanes,Educational Services,Supervisor trainings,1, 350.00 , 362.00 , 350.00 , 362.00 
11/9/15,2015 ,November,43,Chile,Magayanes,Educational Services,Supervisor trainings,3, 326.67 , 359.00 , 980.00 ," 1,077.00 "
11/22/15,2015 ,November,43,Chile,Magayanes,Educational Services,Supervisor trainings,3, 140.00 , 145.33 , 420.00 , 436.00 
1/26/16,2016 ,January,18,Chile,Magayanes,Educational Services,Supervisor trainings,2, 367.50 , 430.50 , 735.00 , 861.00 
1/26/16,2016 ,January,18,Chile,Magayanes,Educational Services,Basic Training,1, 220.00 , 300.00 , 220.00 , 300.00 
1/27/16,2016 ,January,18,Chile,Magayanes,Educational Services,Basic Training,2, 285.50 , 361.00 , 571.00 , 722.00 
2/19/16,2016 ,February,18,Chile,Magayanes,Educational Services,High level food mng,2, 99.00 , 119.50 , 198.00 , 239.00 
2/19/16,2016 ,February,18,Chile,Magayanes,Educational Services,High level food mng,1, 55.00 , 69.00 , 55.00 , 69.00 
5/8/16,2016 ,May,18,Chile,Magayanes,Educational Services,High level food mng,3, 76.67 , 103.67 , 230.00 , 311.00 
5/8/16,2016 ,May,18,Chile,Magayanes,Educational Services,High level food mng,2, 65.00 , 83.00 , 130.00 , 166.00 
6/22/16,2016 ,June,18,Chile,Magayanes,Educational Services,Basic Training,3, 197.67 , 248.67 , 593.00 , 746.00 
6/22/16,2016 ,June,18,Chile,Magayanes,Educational Services,High level food mng,3, 73.33 , 99.00 , 220.00 , 297.00 
6/22/16,2016 ,June,18,Chile,Magayanes,Educational Services,Supervisor trainings,3, 70.00 , 82.67 , 210.00 , 248.00 
6/22/16,2016 ,June,18,Chile,Magayanes,Educational Services,High level food mng,3, 21.67 , 26.00 , 65.00 , 78.00 
7/14/16,2016 ,July,18,Chile,Magayanes,Educational Services,Supervisor trainings,2, 175.00 , 219.50 , 350.00 , 439.00 
8/16/15,2015 ,August,18,Chile,Magayanes,Educational Services,Supervisor trainings,3, 198.33 , 201.33 , 595.00 , 604.00 
12/20/15,2015 ,December,18,Chile,Magayanes,Educational Services,Supervisor trainings,1, 105.00 , 110.00 , 105.00 , 110.00 
4/28/16,2016 ,April,41,Chile,Magayanes,Educational Services,Food Security,2, 797.50 , 944.50 ," 1,595.00 "," 1,889.00 "
1/9/16,2016 ,January,39,Chile,Magayanes,Educational Services,Data Collection,3, 1.67 , 2.33 , 5.00 , 7.00 
1/11/16,2016 ,January,39,Chile,Magayanes,Educational Services,Data Collection,3, 225.00 , 286.33 , 675.00 , 859.00 
1/11/16,2016 ,January,39,Chile,Magayanes,Educational Services,Data Collection,1, 5.00 , 6.00 , 5.00 , 6.00 
1/28/16,2016 ,January,39,Chile,Magayanes,Educational Services,Data Collection,3, 70.00 , 82.00 , 210.00 , 246.00 
1/28/16,2016 ,January,39,Chile,Magayanes,Educational Services,Data Collection,2, 55.00 , 66.50 , 110.00 , 133.00 
2/1/16,2016 ,February,39,Chile,Magayanes,Educational Services,Data Collection,3, 105.00 , 127.00 , 315.00 , 381.00 
2/1/16,2016 ,February,39,Chile,Magayanes,Educational Services,Data Collection,1, 18.00 , 20.00 , 18.00 , 20.00 
3/16/16,2016 ,March,39,Chile,Magayanes,Educational Services,Data Collection,3, 25.00 , 31.33 , 75.00 , 94.00 
3/24/16,2016 ,March,39,Chile,Magayanes,Educational Services,Data Collection,2, 105.00 , 132.00 , 210.00 , 264.00 
3/24/16,2016 ,March,39,Chile,Magayanes,Educational Services,Data Collection,3, 8.33 , 10.33 , 25.00 , 31.00 
4/7/16,2016 ,April,39,Chile,Magayanes,Educational Services,Data Collection,2, 60.00 , 77.50 , 120.00 , 155.00 
8/1/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,3, 128.33 , 139.67 , 385.00 , 419.00 
8/1/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,3, 5.00 , 5.33 , 15.00 , 16.00 
8/1/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,1, 37.00 , 42.00 , 37.00 , 42.00 
8/1/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,1, 425.00 , 489.00 , 425.00 , 489.00 
8/7/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,3, 30.00 , 35.33 , 90.00 , 106.00 
8/7/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,1, 275.00 , 299.00 , 275.00 , 299.00 
8/20/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,1, 30.00 , 29.00 , 30.00 , 29.00 
8/25/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,3, 241.67 , 249.67 , 725.00 , 749.00 
8/27/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,2, 15.00 , 17.00 , 30.00 , 34.00 
8/27/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,2, 192.50 , 193.00 , 385.00 , 386.00 
8/27/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,2, 30.00 , 33.50 , 60.00 , 67.00 
8/30/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,2, 225.00 , 264.50 , 450.00 , 529.00 
8/30/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,1, 72.00 , 73.00 , 72.00 , 73.00 
8/30/15,2015 ,August,39,Chile,Magayanes,Educational Services,Data Collection,2, 3.50 , 3.50 , 7.00 , 7.00 
1/23/16,2016 ,January,28,Brazil,Bahia,Educational Services,Data Collection,1, 98.00 , 123.00 , 98.00 , 123.00 
1/23/16,2016 ,January,28,Brazil,Bahia,Educational Services,Data Collection,1, 11.00 , 15.00 , 11.00 , 15.00 
2/17/16,2016 ,February,28,Brazil,Bahia,Educational Services,Data Collection,3, 6.67 , 8.67 , 20.00 , 26.00 
3/4/16,2016 ,March,28,Brazil,Bahia,Educational Services,Data Collection,3, 30.00 , 35.33 , 90.00 , 106.00 
3/8/16,2016 ,March,28,Brazil,Bahia,Educational Services,Data Collection,3, 35.00 , 41.33 , 105.00 , 124.00 
3/8/16,2016 ,March,28,Brazil,Bahia,Educational Services,Data Collection,3, 31.67 , 40.00 , 95.00 , 120.00 
3/13/16,2016 ,March,28,Brazil,Bahia,Educational Services,Data Collection,2, 60.00 , 73.00 , 120.00 , 146.00 
